id,institutionCode,Barcode,Catalog Number,basisOfRecord,informationWithheld,recordNumber,recordedBy,associatedMedia,eventDate,"
  continent",country,countryCode,stateProvince,county,Locality,decimalLatitude ,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,Category,Collector,Type status,Elevation,Habitat,Habit,Soil Type,Associated Species,Detrminavit,More Information
,,STC00026,827,PreservedSpecimen,"Grass, tufted erect herbs, stem slender, leaves many spikelets numerous, lanceolate glumes elliptic, ovary-linear Nuts obovoid, compressed",,,,2019-8-28,Asia,India,IN,Kerala,Thrissur,Perumala,10.622454,76.134782,WGS155,3000,Rhyncospora wightiana (Nees) steud,Plantae,,,,Cyperaceae,,,,,Angiosperms,Shamseena P M,No,,,,,,,
,,STC00028,1117,PreservedSpecimen,"Small tree, it is often grown as an ornamental or hedge plant ans is a popular subject for bonsai",,,,2019-8-28,Asia,India,IN,Kerala,Thrissur,Perumala,10.622454,76.134782,WGS156,3000,Carmona retusa (Vahl) Masamune,Plantae,,,,Boraginaceae,,,,,Angiosperms,Sruthy Gopi,No,,,,,,,
,,STC00035,421,PreservedSpecimen,,,,,2019-8-28,Asia,India,IN,Kerala,Thrissur,Perumala,10.622454,76.134782,WGS157,3000,Murdania semiteres (Dalz) Sant.,Plantae,,,,Commelinaceae,,,,,Angiosperms,Havlin Antony T,No,,,,,,,
,,STC00047,614,PreservedSpecimen,"Erect or procumbent herb, leaves very variable or densely pubescent. Flowers solitary or in lateral nerves.",,,,2019-8-28,Asia,India,IN,Kerala,Thrissur,Perumala,10.622454,76.134782,WGS158,3000,Polygala arvensis Willd.,Plantae,,,,Polygalaceae,,,,,Angiosperms,Nirosha Paul,No,,,,,,,
,,STC00048,1110,PreservedSpecimen,"Herb with elliptic, oblong, lanceolate, entire leaf apex, obtusely apicerate, alternaate, flowers axillary solitary.",,,,2019-8-28,Asia,India,IN,Kerala,Thrissur,Perumala,10.622454,76.134782,WGS159,3000,Evolvus alsinoides (L.) L.,Plantae,,,,Convolvulaceae,,,,,Angiosperms,Sruthy Gopi,No,,,,,,,
,,STC00059,710,PreservedSpecimen,"Grass, tufted erect herbs, stem slender,leaves many, spikelets numerous",,,,2019-8-28,Asia,India,IN,Kerala,Thrissur,Perumala,10.622454,76.134782,WGS160,3000,Rhyncospora wightiana (Nees) steud,Plantae,,,,Cyperaceae,,,,,Angiosperms,Santhy sasikumar,No,,,,,,,
,,STC00064,515,PreservedSpecimen,"Small herb, leaves alternate, entire distichous, simple, elliptic, oblong lanceolate in nature. Flowers axillary.",,,,2019-8-28,Asia,India,IN,Kerala,Thrissur,Perumala,10.622454,76.134782,WGS161,3000,Evolvulus alsinoides (L) L,Plantae,,,,Convolvulaceae,,,,,Angiosperms,Lavanya C P,No,,,,,,,
,,STC00073,419,PreservedSpecimen,,,,,2019-8-28,Asia,India,IN,Kerala,Thrissur,Perumala,10.622454,76.134782,WGS162,3000,Commelina bengalensis L.,Plantae,,,,Commelinaceae,,,,,Angiosperms,Havlin Antony T,No,,,,,,,
,,STC00081,914,PreservedSpecimen,"Grass, tufted erect herbs, stem slender, leaves many spikelets numerous,lanceolate,glume elliptic, ovary-linear nut obovoid, compressed",,,,2019-8-28,Asia,India,IN,Kerala,Thrissur,Perumala,10.622454,76.134782,WGS163,3000,Rhyncospora whightina (Nees) Steud.,Plantae,,,,Cyperaceae,,,,,Angiosperms,Shilpa K S,No,,,,,,,
,,STC00083,418,PreservedSpecimen,,,,,2019-8-28,Asia,India,IN,Kerala,Thrissur,Perumala,10.622454,76.134782,WGS164,3000,Carmona retusa (Vahl) Masamune,Plantae,,,,Boraginaceae,,,,,Angiosperms,Havlin Antony T,No,,,,,,,
,,STC00088,345,PreservedSpecimen,"Leaves simple, aletrnate, stipules absent, inflorescence axillary, terminal.",,,,2019-8-28,Asia,India,IN,Kerala,Thrissur,Perumala,10.622454,76.134782,WGS165,3000,Polygala arvensis,Plantae,,,,Polygalaceae,,,,,Angiosperms,Haritha,No,,,,,,,
,,STC00090,222,PreservedSpecimen,"Stem with 3-5 closely crowded sub basal leaves.Leaves sessile.Sepals green, dorsal broadly lanceolate,petal greenish outer half yellow",,,,2020-1-20,Asia,India,IN,Kerala,Thrissur,Perumala,10.622454,76.134782,WGS166,3000,Habenaria marginata,Plantae,,,,Orchidaceae,,,,,Angiosperms,Biniya Antony P,no,,,,,,,
,,STC00116,819,PreservedSpecimen,"Slender climber, stem pubscent, broadly acute, apex apeculate, leaves cordate. Male flowers in axillary cyme, female flowers in bracteate racemes.",,,,2019-8-28,Asia,India,IN,Kerala,Thrissur,Perumala,10.622454,76.134782,WGS167,3000,Cissampelos pareria L.,Plantae,,,,Menispermaceae,,,,,Angiosperms,Shamseena P M,No,,,,,,,
,,STC00121,921,PreservedSpecimen,"Much branched,decumbent perennial herb with a woody base. Leaves alternate, petioles very short stamens inserted below the middle of corolla,Fruits-subglobose",,,,2019-8-28,Asia,India,IN,Kerala,Thrissur,Perumala,10.622454,76.134782,WGS168,3000,Heliotropium rottleri Lehm.,Plantae,,,,Boraginaceae,,,,,Angiosperms,Shilpa K S,No,,,,,,,
,,STC00130,230,PreservedSpecimen,"Profusely dichotomoous branched erect ephemeral. Stem acutely 4 angled,leaves linear-lanceolate.Stipules with 2-3 bristles, base broad upto 5mm.",,,,2020-1-25,Asia,India,IN,Kerala,Thrissur,Perumala,10.622454,76.134782,WGS169,3000,Oldenladia dineshi Sojan & V. Suresh,Plantae,,,,Rubiaceae,,,,,Angiosperms,Biniya Antony P,No,,,,,,,
,,STC00132,917,PreservedSpecimen,"Turnip shaped tuberoids- stem crowded, leaves sessile, inflorescence cylindrical, bracts lanceolate, flowers green & yellow, petals greenish, labellum bright yellow",,,,2019-8-28,Asia,India,IN,Kerala,Thrissur,Perumala,10.622454,76.134782,WGS170,3000,Habenaria marginata Coelbr,Plantae,,,,Orchidaceae,,,,,Angiosperms,Shilpa K S,No,,,,,,,
,,STC00133,422,PreservedSpecimen,,,,,2019-8-28,Asia,India,IN,Kerala,Thrissur,Perumala,10.622454,76.134782,WGS171,3000,Polycarpaea corymbosa (L.) Lam,Plantae,,,,Caryophyllaceae,,,,,Angiosperms,Havlin Antony T,No,,,,,,,
,,STC00134,518,PreservedSpecimen,"Twigs glabrous, leaves mostly short, occassionally alternate. Inflorescence mostly solitary and axillary flowers small.",,,,2019-8-28,Asia,India,IN,Kerala,Thrissur,Perumala,10.622454,76.134782,WGS172,3000,Carmona retusa (Vahl) Masamune,Plantae,,,,Boraginaceae,,,,,Angiosperms,Lavanya C P,No,,,,,,,
,,STC00136,820,PreservedSpecimen,"Erect slender glabrous herb, leaves are very variable. Flowers in compound inflorescence",,,,2019-8-28,Asia,India,IN,Kerala,Thrissur,Perumala,10.622454,76.134782,WGS173,3000,Mollugo pentaphylla L.,Plantae,,,,Aizoaceae,,,,,Angiosperms,Shamseena P M,No,,,,,,,
,,STC00141,923,PreservedSpecimen,"Erect or procumbent herbs, Leaves very variable glabrous ordensely pubescent. Flowers solitary or in lateral racemes. Yellow keel petal rested with appendages. Black seeds",,,,2019-8-28,Asia,India,IN,Kerala,Thrissur,"Perumala, Kechery",10.622454,76.134782,WGS174,3000,Polygala arvensis Willd,Plantae,,,,Polygalaceae,,,,,Angiosperms,Shilpa K S,No,,,,,,,
,,STC00094,1040,PreservedSpecimen,,,,,2020-6-2,Asia,India,IN,Kerala,Thrissur,Ponnore,10.593175,76.123687,WGS175,3000,Pennisetum polystachion (L.) Schult,Plantae,,,,Poaceae,,,,,Angiosperms,Sini K L,No,,,,,,,
,,STC00129,s.n.,PreservedSpecimen,Annual hirsute plant that is common weed in waste place,,,,2020-4-2,Asia,India,IN,Kerala,Thrissur,Ponnore,10.593175,76.123687,WGS176,3000,Heliotropium indicum L.,Plantae,,,,Boraginaceae,,,,,Angiosperms,Sini K L,No,,,,,,,
,,STC00068,331,PreservedSpecimen,"Bark yellowish brown, leaves imparipinnate, alternate, flowers bisexual axillary",,,,2019-7-5,Asia,India,IN,Kerala,Thrissur,Pookunam,10.535378,76.201336,WGS177,3000,Azadirachta indica ,Plantae,,,,Meliaceae,,,,,Angiosperms,Haritha,No,,,,,,,
,,STC00002,902,PreservedSpecimen,"Diffuse herb,rooting at lower nodes, leaves elliptic-ovate long sheath, spathe - funnel shaped, petals blue, stamens 3, sepals nearly equal.",,,,2019-7-22,Asia,India,IN,Kerala,Thrissur,Porathissery,10.377818,76.207495,WGS178,3000,Commelina bengalensis L.,Plantae,,,,Commelinaceae,,,,,Angiosperms,Shilpa K S,No,,,,,,,
,,STC00071,955,PreservedSpecimen,"Annual or perennial grass with culms slender, stout, leaves long, flowers born in dense spikes, yellow brown, spikelets surrounded by bristles.",,,,2020-1-30,Asia,India,IN,Kerala,Thrissur,Porathissery,10.377818,76.207495,WGS179,3000,Pennisetum opolystachion (L.) Shutt,Plantae,,,,Poaceae,,,,,Angiosperms,Shilpa K S,No,,,,,,,
,,STC00102,940,PreservedSpecimen,"Slender succulent herbs, branches & leaves bifarious, stem transparent, leaves ovate-orbicular. flowers monoecious in small umbellate in small umbellate cluster, male flowers-stamens 4,achene-ellipsoid",,,,2019-12-11,Asia,India,IN,Kerala,Thrissur,Porathissery,10.377818,76.207495,WGS180,3000,Pilea microphylla (L.) Liebm,Plantae,,,,Urticaceae,,,,,Angiosperms,Shilpa K S,No,,,,,,,
,,STC00131,946,PreservedSpecimen,"Annual or perennial herb, with taproot.Stems erect , grooved, hollow, hairy, leaves simple, alternate, pinnate venation. Flowers are arranged along one side of curling inflorescence.",,,,2019-12-12,Asia,India,IN,Kerala,Thrissur,Porathissery,10.377818,76.207495,WGS181,3000,Heliotropium indicum L.,Plantae,,,,Boraginaceae,,,,,Angiosperms,Shilpa K S,No,,,,,,,
,,STC00009,346,PreservedSpecimen,"Highly branched, yellow orange, cylindrical rhizome.",,,,2019-8-28,Asia,India,IN,,,s.loc.,,,WGS182,3000,Curcuma decipiens,Plantae,,,,Zingiberaceae,,,,,Angiosperms,Haritha,No,,,,,,,
,,STC00114,544,PreservedSpecimen,"Stem 4 angular, lower leaves elliptic, upper zone ovate, cyme terminal, bracts ovate, two stamens fertile anfd two stamens sterile, capsule long, linear oblong.",,,,2022-11-8,Asia,India,IN,,,s.loc.,,,WGS183,3000,Canscora diffusa (Vahl) R. Br.,Plantae,,,,Gentianaceae ,,,,,Angiosperms,Lavanya C P,No,,,,,,,
,,STC00139,1001,PreservedSpecimen,"Stem and branches, spreading from near the root. Hair present, leaves alternate flower short axillary and terminal",,,,2019-6-8,Asia,India,IN,,,s.loc.,,,WGS184,3000,Heliotropium rottleri Lehm.,Plantae,,,,Boraginaceae,,,,,Angiosperms,Sini K L,No,,,,,,,
,,STC00034,551,PreservedSpecimen,"Shrub, leaves and buds densey villous, roots tuberous, flwers bisexual terminal and axillary",,,,2020-11-1,Asia,India,IN,Kerala,Thrissur,Sholayar,10.313844,76.734618,WGS185,3000,NaravelIa zeylanica (L) DC ,Plantae,,,,Ranunculaceae,,,,,Angiosperms,Lavanya C P,No,,,,,,,
,,STC00058,314,PreservedSpecimen,Flowers present in the base of stem.,,,,2020-11-1,Asia,India,IN,Kerala,Thrissur,Sholayar,10.313844,76.734618,WGS186,3000,Dabregeasia longifolia,Plantae,,,,Orchidaceae,,,,,Angiosperms,s.col.,No,,,,,,,
,,STC00108,338,PreservedSpecimen,"Planting shrub, leaf buds, leaf fibres.",,,,2020-11-1,Asia,India,IN,Kerala,Thrissur,Sholayar,10.313844,76.734618,WGS187,3000,Naravelia zeylanica ,Plantae,,,,Ranunculaceae,,,,,Angiosperms,Haritha,No,,,,,,,
,,STC00044,305,PreservedSpecimen,"Herb, leaves alternate.",,,,2019-12-13,Asia,India,IN,Kerala,Thrissur,Thrissur,10.525646,76.214343,WGS188,3000,Trianthema portulacastrum,Plantae,,,,Aizoaceae,,,,,Angiosperms,Haritha,no,,,,,,,
,,STC00050,213,PreservedSpecimen,"Stem procumbent, sparely hairy, leaves lanceolateCymes pedunculate terminal and upper axillary bracts.",,,,2019-12-15,Asia,India,IN,Kerala,Thrissur,Thrissur,10.525646,76.214343,WGS189,3000,Cyanotis burmanniana Wight,Plantae,,,,Commelinaceae,,,,,Angiosperms,Biniya Antony P,No,,,,,,,
,,STC00053,1033,PreservedSpecimen,"Slender succular herb, branches and leaves bifarious stem transparant, leaves simply opposite, f;owers monocious",,,,2019-6-7,Asia,India,IN,Kerala,Thrissur,Thrissur,10.525646,76.214343,WGS190,3000,Pilea microphylla(L.) Roxb,Plantae,,,,Urticaceae,,,,,Angiosperms,Sini K L,No,,,,,,,
,,STC00055,407,PreservedSpecimen,,,,,2021-8-28,Asia,India,IN,Kerala,Thrissur,Thrissur,10.525646,76.214343,WGS191,3000,Mimusops elengi L. ,Plantae,,,,Sapotaceae,,,,,Angiosperms,Havlin Antony T,No,,,,,,,
,,STC00079,735,PreservedSpecimen,"Terrestrial, prostrate diffusely branched herb, leaves oppossite, unequal exstipulate",,,,2019-10-12,Asia,India,IN,Kerala,Thrissur,Thrissur,10.525646,76.214343,WGS192,3000,Boerhavia diffusa L.,Plantae,,,,Nyctaginaceae,,,,,Angiosperms,Santhy sasikumar,No,,,,,,,
,,STC00117,738,PreservedSpecimen,"Suckering shrub with glossy leaves, long stalked, alternate, palmate.",,,,2019-10-11,Asia,India,IN,Kerala,Thrissur,Thrissur,10.525646,76.214343,WGS193,3000,Ricinus communis L.,Plantae,,,,Euphorbiaceae ,,,,,Angiosperms,Santhy Sasikumar,No,,,,,,,
,,STC00122,934,PreservedSpecimen,"Evergreen tree, minute scale leaves in whorls mflowers produced insmll catkin like infloresences. Fruit-oval woody structure,resembling conifer cone.",,,,2019-8-10,Asia,India,IN,Kerala,Thrissur,Thrissur,10.525646,76.214343,WGS194,3000,Casuarina equisitifolia L.,Plantae,,,,Casuarinaceae,,,,,Angiosperms,Shilpa K S,No,,,,,,,
,,STC00124,508,PreservedSpecimen,"Leaves lanceolate, elliptic and apex acute, flowers in axillary and terminal few flowered.",,,,2019-8-8,Asia,India,IN,Kerala,Thrissur,Thrissur,10.525646,76.214343,WGS195,3000,Heliotripium scabrum Lehm.,Plantae,,,,Boraginaceae,,,,,Angiosperms,Lavanya C P,No,,,,,,,
,,STC00003,953,PreservedSpecimen,"Trees, large shrubs, leaves ovate-lanceolate, acuminate at apex, acute at base, inflorescence is dense and axillary.The florets small, violet, stamens blue, bisexual flower.",,,,2020-11-1,Asia,India,IN,Kerala,Thrissur,Thumboormuzhy,10.295035,76.461153,WGS196,3000,Memecylon angustifolium Wight,Plantae,,,,Melastomaceae,,,,,Angiosperms,Shilpa K S,No,,,,,,,
,,STC00018,316,PreservedSpecimen,Pseudobulb carrying single apical emergent leaf.,,,,2020-11-1,Asia,India,IN,Kerala,Thrissur,Thumboormuzhy,10.295035,76.461153,WGS197,3000,Bulbophyllum sterile ,Plantae,,,,Orchidaceae,,,,,Angiosperms,Haritha,No,,,,,,,
,,STC00027,638,PreservedSpecimen,"Young branches subterete, leaves simple, young, opposite, decusate, exstipulate. Flowers polygamodioecious :- male flowers 4-8 in axillary and terminal fascicles. Female flowers, solitary, terminal.",,,,2020-11-1,Asia,India,IN,Kerala,Thrissur,Thumboormuzhy,10.295035,76.461153,WGS198,3000,Garcinia indica (Thouars) choisy,Plantae,,,,Clusiaceae,,,,,Angiosperms,Nirosha Paul,No,,,,,,,
,,STC00030,216,PreservedSpecimen,"Leaves opposite,narrowly elliptic, nodes on branches below the leaves.Pedicel 1-3 times the calyx length.Calyx 2-3.4 mm wide, smooth or shallowly straiate.Berry 4mm across, globose",,,,2020-11-1,Asia,India,IN,Kerala,Thrissur,Thumboormuzhy,10.295035,76.461153,WGS199,3000,Memecylon angustifolium Wight,Plantae,,,,Melastomaceae,,,,,Angiosperms,Biniya Antony P,No,,,,,,,
,,STC00038,1148,PreservedSpecimen,"It is grown in wet soil, Leaves linear, reddish flower in spike. Capsule are hairy",,,,2020-11-1,Asia,India,IN,Kerala,Thrissur,Thumboormuzhy,10.295035,76.461153,WGS200,3000,Homonoia riparia ,Plantae,,,,Euphorbiaceae,,,,,Angiosperms,Sruthy Gopi,No,,,,,,,
,,STC00052,844,PreservedSpecimen,"Bark- yellowish grey, leaves oppopsite, decussate leaflets whorled, flowers bisexual in axillary corymbose cyme.",,,,2020-11-1,Asia,India,IN,Kerala,Thrissur,Thumboormuzhy,10.295035,76.461153,WGS201,3000,Vitex leucoxylon (L.f.),Plantae,,,,Verbenaceae,,,,,Angiosperms,Shamseena P M,No,,,,,,,
,,STC00077,634,PreservedSpecimen,"Evergreen trees, leaves simple, alternate crowded at the tips of branchlets, estipulate. Flowers bisexual, yellowish - white, in axillary sub - terminal fasicles.",,,,2020-11-1,Asia,India,IN,Kerala,Thrissur,Thumboormuzhy,10.295035,76.461153,WGS202,3000,Madhuca neriifolia (Moon) J. Lam,Plantae,,,,Sapotaceae,,,,,Angiosperms,Nirosha Paul,No,,,,,,,
,,STC00080,236,PreservedSpecimen,"Leaves spiral, closely packed,stipule filliform, flowers dioecious in axillary syme,calyx yellowish and red.",,,,2020-1-25,Asia,India,IN,Kerala,Thrissur,Thumboormuzhy,10.295035,76.461153,WGS203,3000,Homonia riparia Lour,Plantae,,,,Euphorbiaceae ,,,,,Angiosperms,Biniya Antony P,No,,,,,,,
,,STC00086,848,PreservedSpecimen,"Leaves simple, opposite, decussate. Flowers polygamous, male flowers axilalry and terminal fascicles, female flowers solitary.",,,,2020-11-1,Asia,India,IN,Kerala,Thrissur,Thumboormuzhy,10.295035,76.461153,WGS204,3000,Garcinia indica (Thoceaes) Choisy,Plantae,,,,Clusiaceae,,,,,Angiosperms,Shamseena P M,No,,,,,,,
,,STC00103,547,PreservedSpecimen,"Leaves in linear, upper surface or leaves is green and shinny lower surface is hairy, reddish flower in spike, capsules are hairy",,,,2020-11-1,Asia,India,IN,Kerala,Thrissur,Thumboormuzhy,10.295035,76.461153,WGS205,3000,Homonoia riparia Lour,Plantae,,,,Euphorbiaceae,,,,,Angiosperms,Nirosha Paul,No,,,,,,,
,,STC00001,206,PreservedSpecimen,"Leaves simple,alternate,stipule 1-2.5 cm long.Flowers bisexual, yellow or white,axillary or terminal soitary.Stamens numerous,anthers 8-6 mm long.Fruit an aggregate of capsules",,,,2019-8-25,Asia,India,IN,Kerala,Thrissur,Varadiyam,10.59028,76.172436,WGS206,3000,Magnolia champaca L.,Plantae,,,,Magnoliaceae,,,,,Angiosperms,Biniya Antony P,No,,,,,,,
,,STC00021,214,PreservedSpecimen,"Erect rootong at lower nodes, leaves linear lanceolate, apex acuminate, sheaths celiate along the long margins, panicle s10-25cm long, spikelet 7-10 mm long grains oblong, tightly enclosed by the lemma and palea.",,,,2020-3-1,Asia,India,IN,Kerala,Thrissur,Varadiyam,10.59028,76.172436,WGS207,3000,Oryza sativa L.,Plantae,,,,Poaceae,,,,,Angiosperms,Biniya Antony P,No,,,,,,,
